date,impressions
19/9/2018,0
19/9/2018,4
19/9/2018,7
19/9/2018,67
19/9/2018,78
19/9/2018,10
19/9/2018,1
19/9/2018,5
19/9/2018,10
19/9/2018,28
19/9/2018,7
19/9/2018,4
19/9/2018,32
19/9/2018,11
19/9/2018,8
19/9/2018,0
19/9/2018,0
19/9/2018,11
19/9/2018,7
19/9/2018,19
19/9/2018,4
19/9/2018,1
19/9/2018,0
19/9/2018,28
19/9/2018,10
19/9/2018,66
19/9/2018,54
19/9/2018,12
19/9/2018,17
19/9/2018,39
19/9/2018,27
19/9/2018,1
19/9/2018,35
19/9/2018,5
19/9/2018,1
19/9/2018,49
19/9/2018,15
19/9/2018,1
19/9/2018,17
19/9/2018,8
19/9/2018,21
19/9/2018,8
19/9/2018,17
19/9/2018,32
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,15
19/9/2018,1
19/9/2018,3
19/9/2018,11
19/9/2018,6
19/9/2018,6
19/9/2018,1
19/9/2018,9
19/9/2018,8
19/9/2018,21
19/9/2018,2
19/9/2018,17
19/9/2018,1
19/9/2018,14
19/9/2018,11
19/9/2018,40
19/9/2018,17
19/9/2018,3
19/9/2018,1
19/9/2018,4
19/9/2018,85
19/9/2018,16
19/9/2018,0
19/9/2018,1
19/9/2018,11
19/9/2018,2
19/9/2018,3
19/9/2018,1
19/9/2018,24
19/9/2018,1
19/9/2018,53
19/9/2018,11
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,14
19/9/2018,7
19/9/2018,8
19/9/2018,42
19/9/2018,4
19/9/2018,5
19/9/2018,2
19/9/2018,5
19/9/2018,2
19/9/2018,12
19/9/2018,22
19/9/2018,0
19/9/2018,2
19/9/2018,96
19/9/2018,40
19/9/2018,8
19/9/2018,9
19/9/2018,39
19/9/2018,48
19/9/2018,11
19/9/2018,1
19/9/2018,6
19/9/2018,2
19/9/2018,813
19/9/2018,688
19/9/2018,5
19/9/2018,5
19/9/2018,1
19/9/2018,2
19/9/2018,3
19/9/2018,8
19/9/2018,9
19/9/2018,1
19/9/2018,3
19/9/2018,4
19/9/2018,5
19/9/2018,2
19/9/2018,4
19/9/2018,13
19/9/2018,4
19/9/2018,14
19/9/2018,30
19/9/2018,27
19/9/2018,1
19/9/2018,4
19/9/2018,4
19/9/2018,16
19/9/2018,6
19/9/2018,14
19/9/2018,2
19/9/2018,0
19/9/2018,1
19/9/2018,54
19/9/2018,7
19/9/2018,1
19/9/2018,2
19/9/2018,3
19/9/2018,0
19/9/2018,1
19/9/2018,1
19/9/2018,2
19/9/2018,5
19/9/2018,34
19/9/2018,1
19/9/2018,46
19/9/2018,25
19/9/2018,9
19/9/2018,0
19/9/2018,2
19/9/2018,13
19/9/2018,1
19/9/2018,11
19/9/2018,3
19/9/2018,1
19/9/2018,62
19/9/2018,89
19/9/2018,1
19/9/2018,9
19/9/2018,1
19/9/2018,9
19/9/2018,9
19/9/2018,3
19/9/2018,6
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,6
19/9/2018,1
19/9/2018,1
19/9/2018,2
19/9/2018,1
19/9/2018,8
19/9/2018,1
19/9/2018,1
19/9/2018,7
19/9/2018,5
19/9/2018,1
19/9/2018,4
19/9/2018,1
19/9/2018,1
19/9/2018,10
19/9/2018,15
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,10
19/9/2018,0
19/9/2018,0
19/9/2018,33
19/9/2018,29
19/9/2018,2
19/9/2018,10
19/9/2018,3
19/9/2018,2
19/9/2018,4
19/9/2018,19
19/9/2018,9
19/9/2018,8
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,17
19/9/2018,31
19/9/2018,5
19/9/2018,0
19/9/2018,2
19/9/2018,1
19/9/2018,4
19/9/2018,1
19/9/2018,4
19/9/2018,2
19/9/2018,75
19/9/2018,1
19/9/2018,5
19/9/2018,20
19/9/2018,3
19/9/2018,0
19/9/2018,3
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,1
19/9/2018,17
19/9/2018,1
19/9/2018,31
19/9/2018,22
19/9/2018,37
19/9/2018,7
19/9/2018,4
19/9/2018,28
19/9/2018,114
19/9/2018,2
19/9/2018,29
19/9/2018,30
19/9/2018,12
19/9/2018,3
19/9/2018,1
19/9/2018,4
19/9/2018,24
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,15
19/9/2018,2
19/9/2018,5
19/9/2018,1
19/9/2018,8
19/9/2018,9
19/9/2018,8
19/9/2018,3
19/9/2018,2
19/9/2018,0
19/9/2018,1
19/9/2018,17
19/9/2018,30
19/9/2018,17
19/9/2018,26
19/9/2018,1
19/9/2018,1
19/9/2018,11
19/9/2018,11
19/9/2018,1
19/9/2018,13
19/9/2018,1
19/9/2018,663
19/9/2018,719
19/9/2018,20
19/9/2018,8
19/9/2018,7
19/9/2018,4
19/9/2018,42
19/9/2018,29
19/9/2018,26
19/9/2018,31
19/9/2018,13
19/9/2018,3
19/9/2018,61
19/9/2018,23
19/9/2018,20
19/9/2018,4
19/9/2018,0
19/9/2018,19
19/9/2018,2
19/9/2018,1
19/9/2018,61
19/9/2018,4
19/9/2018,23
19/9/2018,37
19/9/2018,20
19/9/2018,21
19/9/2018,0
19/9/2018,2
19/9/2018,20
19/9/2018,35
19/9/2018,16
19/9/2018,0
19/9/2018,0
19/9/2018,2
19/9/2018,21
19/9/2018,6
19/9/2018,0
19/9/2018,19
19/9/2018,2
19/9/2018,9
19/9/2018,0
19/9/2018,5
19/9/2018,0
19/9/2018,11
19/9/2018,4
19/9/2018,14
19/9/2018,2
19/9/2018,42
19/9/2018,5
19/9/2018,0
19/9/2018,5
19/9/2018,3
19/9/2018,5
19/9/2018,2
19/9/2018,3
19/9/2018,6
19/9/2018,0
19/9/2018,0
19/9/2018,27
19/9/2018,1
19/9/2018,1
19/9/2018,28
19/9/2018,0
19/9/2018,4
19/9/2018,1
19/9/2018,120
19/9/2018,28
19/9/2018,5
19/9/2018,2
19/9/2018,19
19/9/2018,6
19/9/2018,62
19/9/2018,43
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,3
19/9/2018,2
19/9/2018,8
19/9/2018,19
19/9/2018,0
19/9/2018,5
19/9/2018,0
19/9/2018,1
19/9/2018,8
19/9/2018,1
19/9/2018,2
19/9/2018,0
19/9/2018,10
19/9/2018,1
19/9/2018,10
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,15
19/9/2018,64
19/9/2018,9
19/9/2018,20
19/9/2018,1
19/9/2018,18
19/9/2018,1
19/9/2018,20
19/9/2018,8
19/9/2018,3
19/9/2018,1
19/9/2018,12
19/9/2018,1
19/9/2018,0
19/9/2018,4
19/9/2018,57
19/9/2018,30
19/9/2018,25
19/9/2018,1
19/9/2018,7
19/9/2018,2
19/9/2018,3
19/9/2018,3
19/9/2018,15
19/9/2018,1
19/9/2018,3
19/9/2018,1
19/9/2018,0
19/9/2018,40
19/9/2018,26
19/9/2018,0
19/9/2018,19
19/9/2018,18
19/9/2018,0
19/9/2018,9
19/9/2018,0
19/9/2018,6
19/9/2018,9
19/9/2018,0
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,31
19/9/2018,4
19/9/2018,15
19/9/2018,20
19/9/2018,0
19/9/2018,1
19/9/2018,37
19/9/2018,30
19/9/2018,51
19/9/2018,4
19/9/2018,0
19/9/2018,11
19/9/2018,1
19/9/2018,0
19/9/2018,35
19/9/2018,18
19/9/2018,9
19/9/2018,2
19/9/2018,49
19/9/2018,66
19/9/2018,0
19/9/2018,6
19/9/2018,4
19/9/2018,1
19/9/2018,5
19/9/2018,8
19/9/2018,0
19/9/2018,8
19/9/2018,0
19/9/2018,1
19/9/2018,5
19/9/2018,0
19/9/2018,0
19/9/2018,13
19/9/2018,7
19/9/2018,13
19/9/2018,2
19/9/2018,94
19/9/2018,121
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,8
19/9/2018,11
19/9/2018,1
19/9/2018,1
19/9/2018,4
19/9/2018,1
19/9/2018,19
19/9/2018,6
19/9/2018,8
19/9/2018,4
19/9/2018,1
19/9/2018,30
19/9/2018,18
19/9/2018,19
19/9/2018,10
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,4
19/9/2018,0
19/9/2018,5
19/9/2018,1
19/9/2018,100
19/9/2018,61
19/9/2018,5
19/9/2018,4
19/9/2018,6
19/9/2018,10
19/9/2018,6
19/9/2018,0
19/9/2018,10
19/9/2018,0
19/9/2018,5
19/9/2018,0
19/9/2018,3
19/9/2018,17
19/9/2018,2
19/9/2018,5
19/9/2018,0
19/9/2018,0
19/9/2018,0
19/9/2018,1
19/9/2018,14
19/9/2018,9
19/9/2018,13
19/9/2018,3
19/9/2018,0
19/9/2018,1
19/9/2018,1
19/9/2018,38
19/9/2018,8
19/9/2018,51
19/9/2018,2
19/9/2018,7
19/9/2018,33
19/9/2018,1
19/9/2018,3
19/9/2018,5
19/9/2018,52
19/9/2018,1
19/9/2018,0
19/9/2018,11
19/9/2018,60
19/9/2018,6
19/9/2018,14
19/9/2018,7
19/9/2018,3
19/9/2018,13
19/9/2018,1
19/9/2018,6
19/9/2018,13
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,10
19/9/2018,5
19/9/2018,7
19/9/2018,28
19/9/2018,8
19/9/2018,2
19/9/2018,55
19/9/2018,19
19/9/2018,5
19/9/2018,4
19/9/2018,3
19/9/2018,25
19/9/2018,72
19/9/2018,11
19/9/2018,0
19/9/2018,3
19/9/2018,0
19/9/2018,26
19/9/2018,41
19/9/2018,31
19/9/2018,4
19/9/2018,3
19/9/2018,3
19/9/2018,2
19/9/2018,16
19/9/2018,5
19/9/2018,5
19/9/2018,1
19/9/2018,2
19/9/2018,28
19/9/2018,7
19/9/2018,3
19/9/2018,10
19/9/2018,1
19/9/2018,57
19/9/2018,10
19/9/2018,80
19/9/2018,39
19/9/2018,13
19/9/2018,1
19/9/2018,1
19/9/2018,38
19/9/2018,2
19/9/2018,25
19/9/2018,2
19/9/2018,2
19/9/2018,3
19/9/2018,2
19/9/2018,0
19/9/2018,11
19/9/2018,6
19/9/2018,1
19/9/2018,20
19/9/2018,2
19/9/2018,1
19/9/2018,71
19/9/2018,74
19/9/2018,8
19/9/2018,1
19/9/2018,9
19/9/2018,1
19/9/2018,4
19/9/2018,4
19/9/2018,0
19/9/2018,16
19/9/2018,4
19/9/2018,3
19/9/2018,1
19/9/2018,45
19/9/2018,3
19/9/2018,1
19/9/2018,33
19/9/2018,5
19/9/2018,0
19/9/2018,28
19/9/2018,35
19/9/2018,5
19/9/2018,694
19/9/2018,279
19/9/2018,0
19/9/2018,0
19/9/2018,5
19/9/2018,2
19/9/2018,14
19/9/2018,1
19/9/2018,1
19/9/2018,7
19/9/2018,1
19/9/2018,7
19/9/2018,0
19/9/2018,8
19/9/2018,5
19/9/2018,11
19/9/2018,7
19/9/2018,14
19/9/2018,1
19/9/2018,8
19/9/2018,3
19/9/2018,1
19/9/2018,39
19/9/2018,3
19/9/2018,3
19/9/2018,4
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,10
19/9/2018,1
19/9/2018,1
19/9/2018,7
19/9/2018,12
19/9/2018,0
19/9/2018,4
19/9/2018,5
19/9/2018,14
19/9/2018,7
19/9/2018,17
19/9/2018,2
19/9/2018,8
19/9/2018,13
19/9/2018,0
19/9/2018,50
19/9/2018,6
19/9/2018,0
19/9/2018,24
19/9/2018,26
19/9/2018,2
19/9/2018,33
19/9/2018,4
19/9/2018,0
19/9/2018,5
19/9/2018,70
19/9/2018,0
19/9/2018,3
19/9/2018,2
19/9/2018,6
19/9/2018,1
19/9/2018,0
19/9/2018,2
19/9/2018,16
19/9/2018,14
19/9/2018,0
19/9/2018,1
19/9/2018,11
19/9/2018,25
19/9/2018,1
19/9/2018,18
19/9/2018,0
19/9/2018,5
19/9/2018,4
19/9/2018,0
19/9/2018,0
19/9/2018,0
19/9/2018,3
19/9/2018,2
19/9/2018,0
19/9/2018,28
19/9/2018,1
19/9/2018,5
19/9/2018,1
19/9/2018,1
19/9/2018,2
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,2
19/9/2018,40
19/9/2018,21
19/9/2018,3
19/9/2018,1
19/9/2018,0
19/9/2018,15
19/9/2018,16
19/9/2018,21
19/9/2018,1
19/9/2018,4
19/9/2018,5
19/9/2018,0
19/9/2018,2
19/9/2018,3
19/9/2018,20
19/9/2018,8
19/9/2018,2
19/9/2018,0
19/9/2018,17
19/9/2018,25
19/9/2018,48
19/9/2018,28
19/9/2018,17
19/9/2018,3
19/9/2018,1
19/9/2018,0
19/9/2018,14
19/9/2018,38
19/9/2018,0
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,3
19/9/2018,15
19/9/2018,26
19/9/2018,8
19/9/2018,9
19/9/2018,2
19/9/2018,2
19/9/2018,3
19/9/2018,3
19/9/2018,1
19/9/2018,1
19/9/2018,48
19/9/2018,34
19/9/2018,1
19/9/2018,6
19/9/2018,6
19/9/2018,2
19/9/2018,66
19/9/2018,24
19/9/2018,12
19/9/2018,9
19/9/2018,1
19/9/2018,2
19/9/2018,32
19/9/2018,0
19/9/2018,4
19/9/2018,0
19/9/2018,6
19/9/2018,0
19/9/2018,2
19/9/2018,0
19/9/2018,0
19/9/2018,1
19/9/2018,0
19/9/2018,2
19/9/2018,7
19/9/2018,36
19/9/2018,27
19/9/2018,15
19/9/2018,1
19/9/2018,0
19/9/2018,7
19/9/2018,3
19/9/2018,1
19/9/2018,2
19/9/2018,2
19/9/2018,1
19/9/2018,0
19/9/2018,7
19/9/2018,0
19/9/2018,23
19/9/2018,4
19/9/2018,8
19/9/2018,2
19/9/2018,4
19/9/2018,0
19/9/2018,7
19/9/2018,1
19/9/2018,5
19/9/2018,9
19/9/2018,19
19/9/2018,17
19/9/2018,2
19/9/2018,2
19/9/2018,5
19/9/2018,3
19/9/2018,0
19/9/2018,0
19/9/2018,1
19/9/2018,18
19/9/2018,14
19/9/2018,26
19/9/2018,6
19/9/2018,0
19/9/2018,1
19/9/2018,3
19/9/2018,153
19/9/2018,40
19/9/2018,7
19/9/2018,0
19/9/2018,2
19/9/2018,0
19/9/2018,80
19/9/2018,64
19/9/2018,4
19/9/2018,6
19/9/2018,7
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,11
19/9/2018,3
19/9/2018,7
19/9/2018,23
19/9/2018,27
19/9/2018,2
19/9/2018,4
19/9/2018,3
19/9/2018,3
19/9/2018,4
19/9/2018,3
19/9/2018,0
19/9/2018,16
19/9/2018,40
19/9/2018,4
19/9/2018,17
19/9/2018,1
19/9/2018,3
19/9/2018,0
19/9/2018,0
19/9/2018,4
19/9/2018,1
19/9/2018,1
19/9/2018,23
19/9/2018,19
19/9/2018,3
19/9/2018,8
19/9/2018,1
19/9/2018,0
19/9/2018,4
19/9/2018,8
19/9/2018,4
19/9/2018,5
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,33
19/9/2018,43
19/9/2018,6
19/9/2018,74
19/9/2018,7
19/9/2018,8
19/9/2018,4
19/9/2018,1
19/9/2018,34
19/9/2018,1
19/9/2018,0
19/9/2018,9
19/9/2018,4
19/9/2018,1
19/9/2018,4
19/9/2018,1
19/9/2018,1
19/9/2018,20
19/9/2018,4
19/9/2018,6
19/9/2018,9
19/9/2018,6
19/9/2018,21
19/9/2018,1
19/9/2018,0
19/9/2018,19
19/9/2018,1
19/9/2018,4
19/9/2018,4
19/9/2018,4
19/9/2018,5
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,13
19/9/2018,14
19/9/2018,5
19/9/2018,35
19/9/2018,11
19/9/2018,1
19/9/2018,24
19/9/2018,6
19/9/2018,1
19/9/2018,10
19/9/2018,4
19/9/2018,49
19/9/2018,17
19/9/2018,29
19/9/2018,4
19/9/2018,1
19/9/2018,2
19/9/2018,8
19/9/2018,21
19/9/2018,6
19/9/2018,18
19/9/2018,4
19/9/2018,1
19/9/2018,5
19/9/2018,19
19/9/2018,2
19/9/2018,55
19/9/2018,17
19/9/2018,34
19/9/2018,6
19/9/2018,7
19/9/2018,1
19/9/2018,0
19/9/2018,2
19/9/2018,17
19/9/2018,18
19/9/2018,1
19/9/2018,1
19/9/2018,23
19/9/2018,20
19/9/2018,48
19/9/2018,4
19/9/2018,22
19/9/2018,6
19/9/2018,32
19/9/2018,5
19/9/2018,15
19/9/2018,87
19/9/2018,78
19/9/2018,19
19/9/2018,6
19/9/2018,7
19/9/2018,36
19/9/2018,61
19/9/2018,19
19/9/2018,2
19/9/2018,1
19/9/2018,0
19/9/2018,8
19/9/2018,93
19/9/2018,44
19/9/2018,2
19/9/2018,1
19/9/2018,31
19/9/2018,14
19/9/2018,2
19/9/2018,5
19/9/2018,129
19/9/2018,15
19/9/2018,2
19/9/2018,5
19/9/2018,4
19/9/2018,1
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,7
19/9/2018,8
19/9/2018,1
19/9/2018,1
19/9/2018,16
19/9/2018,57
19/9/2018,3
19/9/2018,1
19/9/2018,2
19/9/2018,13
19/9/2018,23
19/9/2018,76
19/9/2018,79
19/9/2018,16
19/9/2018,2
19/9/2018,47
19/9/2018,11
19/9/2018,0
19/9/2018,74
19/9/2018,40
19/9/2018,4
19/9/2018,1
19/9/2018,3
19/9/2018,18
19/9/2018,2
19/9/2018,3
19/9/2018,0
19/9/2018,0
19/9/2018,70
19/9/2018,8
19/9/2018,0
19/9/2018,18
19/9/2018,3
19/9/2018,7
19/9/2018,11
19/9/2018,1
19/9/2018,4
19/9/2018,5
19/9/2018,0
19/9/2018,0
19/9/2018,2
19/9/2018,10
19/9/2018,4
19/9/2018,5
19/9/2018,11
19/9/2018,12
19/9/2018,6
19/9/2018,1
19/9/2018,5
19/9/2018,3
19/9/2018,1
19/9/2018,11
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,9
19/9/2018,2
19/9/2018,3
19/9/2018,1
19/9/2018,2
19/9/2018,1
19/9/2018,6
19/9/2018,146
19/9/2018,39
19/9/2018,13
19/9/2018,7
19/9/2018,2
19/9/2018,20
19/9/2018,71
19/9/2018,4
19/9/2018,19
19/9/2018,4
19/9/2018,5
19/9/2018,18
19/9/2018,6
19/9/2018,2
19/9/2018,1
19/9/2018,98
19/9/2018,13
19/9/2018,15
19/9/2018,4
19/9/2018,24
19/9/2018,27
19/9/2018,0
19/9/2018,3
19/9/2018,4
19/9/2018,0
19/9/2018,0
19/9/2018,5
19/9/2018,7
19/9/2018,4
19/9/2018,1
19/9/2018,54
19/9/2018,2
19/9/2018,32
19/9/2018,1
19/9/2018,16
19/9/2018,0
19/9/2018,56
19/9/2018,43
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,28
19/9/2018,5
19/9/2018,1
19/9/2018,7
19/9/2018,33
19/9/2018,16
19/9/2018,3
19/9/2018,4
19/9/2018,2
19/9/2018,0
19/9/2018,17
19/9/2018,4
19/9/2018,37
19/9/2018,3
19/9/2018,1
19/9/2018,3
19/9/2018,0
19/9/2018,16
19/9/2018,24
19/9/2018,11
19/9/2018,2
19/9/2018,1
19/9/2018,74
19/9/2018,64
19/9/2018,1
19/9/2018,2
19/9/2018,14
19/9/2018,5
19/9/2018,26
19/9/2018,3
19/9/2018,0
19/9/2018,1
19/9/2018,8
19/9/2018,0
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,8
19/9/2018,2
19/9/2018,1
19/9/2018,0
19/9/2018,0
19/9/2018,0
19/9/2018,3
19/9/2018,2
19/9/2018,3
19/9/2018,1
19/9/2018,0
19/9/2018,11
19/9/2018,48
19/9/2018,3
19/9/2018,2
19/9/2018,7
19/9/2018,4
19/9/2018,27
19/9/2018,10
19/9/2018,1
19/9/2018,2
19/9/2018,2
19/9/2018,2
19/9/2018,4
19/9/2018,1302
19/9/2018,912
19/9/2018,3
19/9/2018,1
19/9/2018,2
19/9/2018,2
19/9/2018,8
19/9/2018,16
19/9/2018,2
19/9/2018,45
19/9/2018,6
19/9/2018,16
19/9/2018,11
19/9/2018,5
19/9/2018,0
19/9/2018,2
19/9/2018,0
19/9/2018,4
19/9/2018,66
19/9/2018,8
19/9/2018,10
19/9/2018,39
19/9/2018,3
19/9/2018,0
19/9/2018,11
19/9/2018,26
19/9/2018,3
19/9/2018,4
19/9/2018,3
19/9/2018,7
19/9/2018,0
19/9/2018,0
19/9/2018,7
19/9/2018,5
19/9/2018,19
19/9/2018,16
19/9/2018,36
19/9/2018,4
19/9/2018,21
19/9/2018,36
19/9/2018,3
19/9/2018,32
19/9/2018,3
19/9/2018,3
19/9/2018,1
19/9/2018,16
19/9/2018,27
19/9/2018,13
19/9/2018,2
19/9/2018,34
19/9/2018,10
19/9/2018,27
19/9/2018,6
19/9/2018,3
19/9/2018,1
19/9/2018,3
19/9/2018,0
19/9/2018,2
19/9/2018,2
19/9/2018,8
19/9/2018,1
19/9/2018,12
19/9/2018,1
19/9/2018,1
19/9/2018,11
19/9/2018,26
19/9/2018,12
19/9/2018,15
19/9/2018,4
19/9/2018,20
19/9/2018,19
19/9/2018,14
19/9/2018,19
19/9/2018,1
19/9/2018,13
19/9/2018,4
19/9/2018,27
19/9/2018,1
19/9/2018,0
19/9/2018,11
19/9/2018,3
19/9/2018,0
19/9/2018,45
19/9/2018,15
19/9/2018,69
19/9/2018,87
19/9/2018,9
19/9/2018,62
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,1
19/9/2018,18
19/9/2018,0
19/9/2018,1
19/9/2018,61
19/9/2018,9
19/9/2018,2
19/9/2018,2
19/9/2018,1
19/9/2018,0
19/9/2018,9
19/9/2018,9
19/9/2018,4
19/9/2018,2
19/9/2018,1
19/9/2018,63
19/9/2018,47
19/9/2018,8
19/9/2018,18
19/9/2018,111
19/9/2018,63
19/9/2018,63
19/9/2018,29
19/9/2018,1
19/9/2018,22
19/9/2018,2
19/9/2018,14
19/9/2018,7
19/9/2018,8
19/9/2018,0
19/9/2018,38
19/9/2018,1
19/9/2018,77
19/9/2018,9
19/9/2018,1
19/9/2018,0
19/9/2018,1
19/9/2018,4
19/9/2018,3
19/9/2018,3
19/9/2018,4
19/9/2018,9
19/9/2018,6
19/9/2018,0
19/9/2018,1
19/9/2018,19
19/9/2018,1
19/9/2018,7
19/9/2018,2
19/9/2018,14
19/9/2018,1
19/9/2018,4
19/9/2018,5
19/9/2018,13
19/9/2018,16
19/9/2018,1
19/9/2018,18
19/9/2018,10
19/9/2018,16
19/9/2018,3
19/9/2018,1
19/9/2018,2
19/9/2018,14
19/9/2018,4
19/9/2018,3
19/9/2018,2
19/9/2018,9
19/9/2018,7
19/9/2018,1
19/9/2018,4
19/9/2018,59
19/9/2018,0
19/9/2018,13
19/9/2018,4
19/9/2018,8
19/9/2018,2
19/9/2018,26
19/9/2018,4
19/9/2018,2
19/9/2018,7
19/9/2018,5
19/9/2018,47
19/9/2018,7
19/9/2018,6
19/9/2018,4
19/9/2018,13
19/9/2018,0
19/9/2018,15
19/9/2018,3
19/9/2018,0
19/9/2018,0
19/9/2018,3
19/9/2018,2
19/9/2018,0
19/9/2018,15
19/9/2018,10
19/9/2018,2
19/9/2018,7
19/9/2018,1
19/9/2018,30
19/9/2018,11
19/9/2018,16
19/9/2018,11
19/9/2018,25
19/9/2018,29
19/9/2018,13
19/9/2018,6
19/9/2018,9
19/9/2018,5
19/9/2018,32
19/9/2018,0
19/9/2018,35
19/9/2018,12
19/9/2018,35
19/9/2018,11
19/9/2018,11
19/9/2018,2
19/9/2018,15
19/9/2018,2
19/9/2018,19
19/9/2018,21
19/9/2018,1
19/9/2018,0
19/9/2018,30
19/9/2018,2
19/9/2018,6
19/9/2018,14
19/9/2018,50
19/9/2018,51
19/9/2018,14
19/9/2018,10
19/9/2018,2
19/9/2018,13
19/9/2018,1
19/9/2018,17
19/9/2018,8
19/9/2018,3
19/9/2018,46
19/9/2018,13
19/9/2018,1
19/9/2018,4
19/9/2018,2
19/9/2018,0
19/9/2018,36
19/9/2018,19
19/9/2018,1
19/9/2018,0
19/9/2018,12
19/9/2018,8
19/9/2018,0
19/9/2018,13
19/9/2018,1
19/9/2018,3
19/9/2018,4
19/9/2018,9
19/9/2018,1
19/9/2018,10
19/9/2018,14
19/9/2018,3
19/9/2018,0
19/9/2018,4
19/9/2018,11
19/9/2018,2
19/9/2018,1
19/9/2018,2
19/9/2018,1
19/9/2018,29
19/9/2018,25
19/9/2018,1
19/9/2018,27
19/9/2018,9
19/9/2018,4
19/9/2018,18
19/9/2018,1
19/9/2018,30
19/9/2018,36
19/9/2018,13
19/9/2018,1
19/9/2018,1
19/9/2018,37
19/9/2018,16
19/9/2018,7
19/9/2018,1
19/9/2018,6
19/9/2018,0
19/9/2018,3
19/9/2018,2
19/9/2018,0
19/9/2018,12
19/9/2018,4
19/9/2018,2
19/9/2018,1
19/9/2018,0
19/9/2018,2
19/9/2018,10
19/9/2018,1
19/9/2018,13
19/9/2018,15
19/9/2018,9
19/9/2018,1
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,3
19/9/2018,3
19/9/2018,14
19/9/2018,46
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,3
19/9/2018,10
19/9/2018,2
19/9/2018,4
19/9/2018,24
19/9/2018,23
19/9/2018,71
19/9/2018,33
19/9/2018,0
19/9/2018,3
19/9/2018,0
19/9/2018,44
19/9/2018,34
19/9/2018,1
19/9/2018,2
19/9/2018,31
19/9/2018,0
19/9/2018,0
19/9/2018,1
19/9/2018,1
19/9/2018,49
19/9/2018,25
19/9/2018,0
19/9/2018,1
19/9/2018,5
19/9/2018,1
19/9/2018,59
19/9/2018,66
19/9/2018,1
19/9/2018,1
19/9/2018,3
19/9/2018,681
19/9/2018,6
19/9/2018,27
19/9/2018,3
19/9/2018,15
19/9/2018,0
19/9/2018,3
19/9/2018,24
19/9/2018,5
19/9/2018,0
19/9/2018,2
19/9/2018,7
19/9/2018,2
19/9/2018,2
19/9/2018,1
19/9/2018,15
19/9/2018,1
19/9/2018,35
19/9/2018,28
19/9/2018,1
19/9/2018,1
19/9/2018,1
19/9/2018,13
19/9/2018,7
19/9/2018,2
19/9/2018,1
19/9/2018,1
19/9/2018,2
19/9/2018,2
19/9/2018,12
19/9/2018,0
19/9/2018,62
19/9/2018,16
19/9/2018,58
19/9/2018,74
19/9/2018,0
19/9/2018,1
19/9/2018,8
19/9/2018,1
19/9/2018,1
19/9/2018,0
19/9/2018,23
19/9/2018,8
19/9/2018,21
19/9/2018,51
19/9/2018,36
19/9/2018,47
19/9/2018,70
19/9/2018,180
19/9/2018,196
19/9/2018,1
19/9/2018,1
19/9/2018,7
19/9/2018,19
19/9/2018,195
19/9/2018,272
19/9/2018,175
19/9/2018,71
19/9/2018,413
19/9/2018,203
19/9/2018,458
19/9/2018,4
19/9/2018,4
19/9/2018,2
19/9/2018,9
19/9/2018,8
19/9/2018,13
19/9/2018,19
19/9/2018,42
19/9/2018,12
19/9/2018,1
19/9/2018,12
19/9/2018,6
19/9/2018,10
19/9/2018,17
19/9/2018,7
19/9/2018,11
19/9/2018,57
19/9/2018,31
19/9/2018,3
19/9/2018,3
19/9/2018,6
19/9/2018,6
19/9/2018,14
19/9/2018,12
19/9/2018,15
19/9/2018,6
19/9/2018,16
19/9/2018,6
19/9/2018,0
19/9/2018,4
19/9/2018,7
19/9/2018,26
19/9/2018,7
